P0,0,0,0
P1,0,-3,0
P2,0,-9,0
P3,9,-9,0
P4,9,-3,0
P5,9,0,0
P6,9,3,0
P7,9,9,0
P8,0,9,0
P9,0,3,0
P10,0,0,1.43
P11,0,0,2.43
P12,0,0,3.23
P13,9,0,1.43
P14,9,0,2.43
P15,9,0,3.23
