P0,644,268
P1,791,218
P2,1261,54
P3,1763,280
P4,1312,345
P5,1147,370
P6,1013,389
P7,814,419
P8,399,355
P9,546,303
P10,646,390
P11,640,474
P12,634,542
P13,1154,461
P14,1153,523
P15,1152,574
